n_bin,bin,bin_from,bin_to,bin_size,variable,tmp_avg,tmp_djf,tmp_jja,ppt_djf,ppt_jja
33,"(-3.625,-3.6]",-3.625,-3.6,0.025,tmp,0,6.897666648703993e-4,2.3710729104919976e-4,NA,NA
37,"(-3.525,-3.5]",-3.525,-3.5,0.025,tmp,0,4.203265614053996e-4,1.832192703561998e-4,NA,NA
38,"(-3.5,-3.475]",-3.5,-3.475,0.025,tmp,0,1.2933124966319986e-4,7.544322897019993e-5,NA,NA
41,"(-3.425,-3.4]",-3.425,-3.4,0.025,tmp,0,5.819906234843994e-4,6.466562483159993e-5,NA,NA
42,"(-3.4,-3.375]",-3.4,-3.375,0.025,tmp,0,1.1855364552459988e-4,1.6166406207899985e-4,NA,NA
45,"(-3.325,-3.3]",-3.325,-3.3,0.025,tmp,0,6.358786441773993e-4,2.047744786333998e-4,NA,NA
49,"(-3.225,-3.2]",-3.225,-3.2,0.025,tmp,0,3.772161448509996e-4,1.832192703561998e-4,NA,NA
50,"(-3.2,-3.175]",-3.2,-3.175,0.025,tmp,0,3.341057282965997e-4,1.5088645794039985e-4,NA,NA
53,"(-3.125,-3.1]",-3.125,-3.1,0.025,tmp,0,9.160963517809991e-4,2.2632968691059977e-4,NA,NA
57,"(-3.025,-3]",-3.025,-3,0.025,tmp,0,6.035458317615994e-4,3.017729158807997e-4,NA,NA
58,"(-3,-2.975]",-3,-2.975,0.025,tmp,0,1.7244166621759982e-4,2.047744786333998e-4,NA,NA
61,"(-2.925,-2.9]",-2.925,-2.9,0.025,tmp,0,5.927682276229994e-4,1.1855364552459988e-4,NA,NA
62,"(-2.9,-2.875]",-2.9,-2.875,0.025,tmp,0,3.341057282965997e-4,2.586624993263997e-4,NA,NA
65,"(-2.825,-2.8]",-2.825,-2.8,0.025,tmp,0,8.190979145335992e-4,3.017729158807997e-4,NA,NA
69,"(-2.725,-2.7]",-2.725,-2.7,0.025,tmp,0,8.083203103949992e-4,2.3710729104919976e-4,NA,NA
73,"(-2.625,-2.6]",-2.625,-2.6,0.025,tmp,0,0.0010669828097213988,2.802177076035997e-4,NA,NA
77,"(-2.525,-2.5]",-2.525,-2.5,0.025,tmp,0,0.001013094789028399,3.233281241579997e-4,NA,NA
78,"(-2.5,-2.475]",-2.5,-2.475,0.025,tmp,0,2.4788489518779973e-4,3.4488333243519963e-4,NA,NA
81,"(-2.425,-2.4]",-2.425,-2.4,0.025,tmp,0,9.592067683353991e-4,3.125505200193997e-4,NA,NA
82,"(-2.4,-2.375]",-2.4,-2.375,0.025,tmp,0,2.802177076035997e-4,4.742145820983995e-4,NA,NA
85,"(-2.325,-2.3]",-2.325,-2.3,0.025,tmp,0,0.0013903109338793986,6.466562483159994e-4,NA,NA
89,"(-2.225,-2.2]",-2.225,-2.2,0.025,tmp,0,0.0017567494745917983,6.358786441773993e-4,NA,NA
93,"(-2.125,-2.1]",-2.125,-2.1,0.025,tmp,0,0.002004634369779598,7.005442690089993e-4,NA,NA
97,"(-2.025,-2]",-2.025,-2,0.025,tmp,0,0.001886080724254998,9.160963517809991e-4,NA,NA
98,"(-2,-1.975]",-2,-1.975,0.025,tmp,0,4.634369779597995e-4,7.544322897019992e-4,NA,NA
101,"(-1.925,-1.9]",-1.925,-1.9,0.025,tmp,0,0.001853747911839198,0.0011963140593845988,NA,NA
102,"(-1.9,-1.875]",-1.9,-1.875,0.025,tmp,0,4.203265614053996e-4,0.001002317184889799,NA,NA
105,"(-1.825,-1.8]",-1.825,-1.8,0.025,tmp,0,0.0026081802015411972,0.001002317184889799,NA,NA
109,"(-1.725,-1.7]",-1.725,-1.7,0.025,tmp,0,0.0026836234305113974,0.001088538017998599,NA,NA
113,"(-1.625,-1.6]",-1.625,-1.6,0.025,tmp,0,0.0035997197822923966,0.0013903109338793986,NA,NA
117,"(-1.525,-1.5]",-1.525,-1.5,0.025,tmp,0,0.0036212749905695962,0.0014765317669881985,NA,NA
118,"(-1.5,-1.475]",-1.5,-1.475,0.025,tmp,0,6.789890607317993e-4,0.0014010885380179986,NA,NA
121,"(-1.425,-1.4]",-1.425,-1.4,0.025,tmp,0,0.0045589265506277956,0.0013040901007705986,NA,NA
122,"(-1.4,-1.375]",-1.4,-1.375,0.025,tmp,0,8.514307269493991e-4,0.0017459718704531983,NA,NA
125,"(-1.325,-1.3]",-1.325,-1.3,0.025,tmp,0,0.006574338524545993,0.0013040901007705986,NA,NA
129,"(-1.225,-1.2]",-1.225,-1.2,0.025,tmp,0,0.007026997898367193,0.0014334213504337986,NA,NA
133,"(-1.125,-1.1]",-1.125,-1.1,0.025,tmp,0,0.0071347739397531924,0.0015627526000969985,NA,NA
137,"(-1.025,-1]",-1.025,-1,0.025,tmp,0,0.0073826588349409925,0.0014980869752653984,NA,NA
138,"(-1,-0.975]",-1,-0.975,0.025,tmp,0,0.001142426038691599,0.0012286468718003987,NA,NA
141,"(-0.925,-0.9]",-0.925,-0.9,0.025,tmp,0,0.01016328070269979,0.001088538017998599,NA,NA
145,"(-0.825,-0.8]",-0.825,-0.8,0.025,tmp,0,0.010357277577194589,0.0011855364552459987,NA,NA
149,"(-0.725,-0.7]",-0.725,-0.7,0.025,tmp,0,0.00935496039230479,0.0012933124966319988,NA,NA
157,"(-0.525,-0.5]",-0.525,-0.5,0.025,tmp,0,0.013946219755348386,0.0016920838497601982,NA,NA
1,"(-4.475,-4.45]",-4.475,-4.45,0.025,tmp,0,0,1.0777604138599989e-5,NA,NA
2,"(-4.45,-4.425]",-4.45,-4.425,0.025,tmp,0,0,3.2332812415799966e-5,NA,NA
3,"(-4.425,-4.4]",-4.425,-4.4,0.025,tmp,0,0,2.1555208277199977e-5,NA,NA
4,"(-4.35,-4.325]",-4.35,-4.325,0.025,tmp,0,0,3.2332812415799966e-5,NA,NA
5,"(-4.325,-4.3]",-4.325,-4.3,0.025,tmp,0,0,2.1555208277199977e-5,NA,NA
6,"(-4.3,-4.275]",-4.3,-4.275,0.025,tmp,0,0,3.2332812415799966e-5,NA,NA
7,"(-4.275,-4.25]",-4.275,-4.25,0.025,tmp,0,0,3.2332812415799966e-5,NA,NA
8,"(-4.25,-4.225]",-4.25,-4.225,0.025,tmp,0,0,2.1555208277199977e-5,NA,NA
11,"(-4.175,-4.15]",-4.175,-4.15,0.025,tmp,0,0,5.388802069299995e-5,NA,NA
12,"(-4.15,-4.125]",-4.15,-4.125,0.025,tmp,0,0,7.544322897019993e-5,NA,NA
14,"(-4.1,-4.075]",-4.1,-4.075,0.025,tmp,0,0,8.622083310879991e-5,NA,NA
15,"(-4.075,-4.05]",-4.075,-4.05,0.025,tmp,0,0,9.69984372473999e-5,NA,NA
16,"(-4.05,-4.025]",-4.05,-4.025,0.025,tmp,0,0,9.69984372473999e-5,NA,NA
19,"(-3.975,-3.95]",-3.975,-3.95,0.025,tmp,0,0,1.1855364552459988e-4,NA,NA
20,"(-3.95,-3.925]",-3.95,-3.925,0.025,tmp,0,0,1.1855364552459988e-4,NA,NA
23,"(-3.875,-3.85]",-3.875,-3.85,0.025,tmp,0,0,1.1855364552459988e-4,NA,NA
24,"(-3.85,-3.825]",-3.85,-3.825,0.025,tmp,0,0,9.69984372473999e-5,NA,NA
26,"(-3.8,-3.775]",-3.8,-3.775,0.025,tmp,0,0,1.5088645794039985e-4,NA,NA
27,"(-3.775,-3.75]",-3.775,-3.75,0.025,tmp,0,0,1.5088645794039985e-4,NA,NA
28,"(-3.75,-3.725]",-3.75,-3.725,0.025,tmp,0,0,1.4010885380179986e-4,NA,NA
31,"(-3.675,-3.65]",-3.675,-3.65,0.025,tmp,0,0,1.6166406207899985e-4,NA,NA
32,"(-3.65,-3.625]",-3.65,-3.625,0.025,tmp,0,0,2.155520827719998e-4,NA,NA
34,"(-3.6,-3.575]",-3.6,-3.575,0.025,tmp,0,0,1.4010885380179986e-4,NA,NA
35,"(-3.575,-3.55]",-3.575,-3.55,0.025,tmp,0,0,1.077760413859999e-4,NA,NA
36,"(-3.55,-3.525]",-3.55,-3.525,0.025,tmp,0,0,1.5088645794039985e-4,NA,NA
39,"(-3.475,-3.45]",-3.475,-3.45,0.025,tmp,0,0,1.7244166621759982e-4,NA,NA
40,"(-3.45,-3.425]",-3.45,-3.425,0.025,tmp,0,0,9.69984372473999e-5,NA,NA
43,"(-3.375,-3.35]",-3.375,-3.35,0.025,tmp,0,0,1.2933124966319986e-4,NA,NA
44,"(-3.35,-3.325]",-3.35,-3.325,0.025,tmp,0,0,2.2632968691059977e-4,NA,NA
46,"(-3.3,-3.275]",-3.3,-3.275,0.025,tmp,0,0,8.622083310879991e-5,NA,NA
47,"(-3.275,-3.25]",-3.275,-3.25,0.025,tmp,0,0,1.4010885380179986e-4,NA,NA
48,"(-3.25,-3.225]",-3.25,-3.225,0.025,tmp,0,0,1.832192703561998e-4,NA,NA
51,"(-3.175,-3.15]",-3.175,-3.15,0.025,tmp,0,0,1.4010885380179986e-4,NA,NA
52,"(-3.15,-3.125]",-3.15,-3.125,0.025,tmp,0,0,2.047744786333998e-4,NA,NA
54,"(-3.1,-3.075]",-3.1,-3.075,0.025,tmp,0,0,1.4010885380179986e-4,NA,NA
55,"(-3.075,-3.05]",-3.075,-3.05,0.025,tmp,0,0,2.4788489518779973e-4,NA,NA
56,"(-3.05,-3.025]",-3.05,-3.025,0.025,tmp,0,0,1.1855364552459988e-4,NA,NA
59,"(-2.975,-2.95]",-2.975,-2.95,0.025,tmp,0,0,2.4788489518779973e-4,NA,NA
60,"(-2.95,-2.925]",-2.95,-2.925,0.025,tmp,0,0,2.047744786333998e-4,NA,NA
63,"(-2.875,-2.85]",-2.875,-2.85,0.025,tmp,0,0,2.2632968691059977e-4,NA,NA
64,"(-2.85,-2.825]",-2.85,-2.825,0.025,tmp,0,0,2.155520827719998e-4,NA,NA
66,"(-2.8,-2.775]",-2.8,-2.775,0.025,tmp,0,0,3.879937489895996e-4,NA,NA
67,"(-2.775,-2.75]",-2.775,-2.75,0.025,tmp,0,0,2.802177076035997e-4,NA,NA
68,"(-2.75,-2.725]",-2.75,-2.725,0.025,tmp,0,0,2.3710729104919976e-4,NA,NA
70,"(-2.7,-2.675]",-2.7,-2.675,0.025,tmp,0,0,4.4188176968259954e-4,NA,NA
71,"(-2.675,-2.65]",-2.675,-2.65,0.025,tmp,0,0,2.694401034649997e-4,NA,NA
72,"(-2.65,-2.625]",-2.65,-2.625,0.025,tmp,0,0,2.047744786333998e-4,NA,NA
74,"(-2.6,-2.575]",-2.6,-2.575,0.025,tmp,0,0,2.694401034649997e-4,NA,NA
75,"(-2.575,-2.55]",-2.575,-2.55,0.025,tmp,0,0,4.203265614053996e-4,NA,NA
76,"(-2.55,-2.525]",-2.55,-2.525,0.025,tmp,0,0,4.5265937382119953e-4,NA,NA
79,"(-2.475,-2.45]",-2.475,-2.45,0.025,tmp,0,0,3.341057282965997e-4,NA,NA
80,"(-2.45,-2.425]",-2.45,-2.425,0.025,tmp,0,0,4.849921862369995e-4,NA,NA
83,"(-2.375,-2.35]",-2.375,-2.35,0.025,tmp,0,0,4.5265937382119953e-4,NA,NA
84,"(-2.35,-2.325]",-2.35,-2.325,0.025,tmp,0,0,6.251010400387994e-4,NA,NA
86,"(-2.3,-2.275]",-2.3,-2.275,0.025,tmp,0,0,4.634369779597995e-4,NA,NA
87,"(-2.275,-2.25]",-2.275,-2.25,0.025,tmp,0,0,5.496578110685995e-4,NA,NA
88,"(-2.25,-2.225]",-2.25,-2.225,0.025,tmp,0,0,6.574338524545993e-4,NA,NA
90,"(-2.2,-2.175]",-2.2,-2.175,0.025,tmp,0,0,6.251010400387994e-4,NA,NA
91,"(-2.175,-2.15]",-2.175,-2.15,0.025,tmp,0,0,7.975427062563992e-4,NA,NA
92,"(-2.15,-2.125]",-2.15,-2.125,0.025,tmp,0,0,8.083203103949992e-4,NA,NA
94,"(-2.1,-2.075]",-2.1,-2.075,0.025,tmp,0,0,7.759874979791992e-4,NA,NA
95,"(-2.075,-2.05]",-2.075,-2.05,0.025,tmp,0,0,6.682114565931994e-4,NA,NA
96,"(-2.05,-2.025]",-2.05,-2.025,0.025,tmp,0,0,8.837635393651991e-4,NA,NA
99,"(-1.975,-1.95]",-1.975,-1.95,0.025,tmp,0,0,0.001034649997305599,NA,NA
100,"(-1.95,-1.925]",-1.95,-1.925,0.025,tmp,0,0,8.837635393651991e-4,NA,NA
103,"(-1.875,-1.85]",-1.875,-1.85,0.025,tmp,0,0,0.001034649997305599,NA,NA
104,"(-1.85,-1.825]",-1.85,-1.825,0.025,tmp,0,0,0.001002317184889799,NA,NA
106,"(-1.8,-1.775]",-1.8,-1.775,0.025,tmp,0,0,0.001056205205582799,NA,NA
107,"(-1.775,-1.75]",-1.775,-1.75,0.025,tmp,0,0,0.0011100932262757988,NA,NA
108,"(-1.75,-1.725]",-1.75,-1.725,0.025,tmp,0,0,0.0014118661421565987,NA,NA
110,"(-1.7,-1.675]",-1.7,-1.675,0.025,tmp,0,0,0.001099315622137199,NA,NA
111,"(-1.675,-1.65]",-1.675,-1.65,0.025,tmp,0,0,0.0013364229131863988,NA,NA
112,"(-1.65,-1.625]",-1.65,-1.625,0.025,tmp,0,0,0.0012933124966319988,NA,NA
114,"(-1.6,-1.575]",-1.6,-1.575,0.025,tmp,0,0,0.0012070916635231988,NA,NA
115,"(-1.575,-1.55]",-1.575,-1.55,0.025,tmp,0,0,0.0015411973918197984,NA,NA
116,"(-1.55,-1.525]",-1.55,-1.525,0.025,tmp,0,0,0.0014980869752653984,NA,NA
119,"(-1.475,-1.45]",-1.475,-1.45,0.025,tmp,0,0,0.0014441989545723986,NA,NA
120,"(-1.45,-1.425]",-1.45,-1.425,0.025,tmp,0,0,0.0015411973918197984,NA,NA
123,"(-1.375,-1.35]",-1.375,-1.35,0.025,tmp,0,0,0.0015196421835425985,NA,NA
124,"(-1.35,-1.325]",-1.35,-1.325,0.025,tmp,0,0,0.0015843078083741984,NA,NA
126,"(-1.3,-1.275]",-1.3,-1.275,0.025,tmp,0,0,0.0015411973918197984,NA,NA
127,"(-1.275,-1.25]",-1.275,-1.25,0.025,tmp,0,0,0.0011855364552459987,NA,NA
128,"(-1.25,-1.225]",-1.25,-1.225,0.025,tmp,0,0,0.0014226437462951985,NA,NA
130,"(-1.2,-1.175]",-1.2,-1.175,0.025,tmp,0,0,0.0014657541628495985,NA,NA
131,"(-1.175,-1.15]",-1.175,-1.15,0.025,tmp,0,0,0.0014873093711267986,NA,NA
132,"(-1.15,-1.125]",-1.15,-1.125,0.025,tmp,0,0,0.0013795333297407985,NA,NA
134,"(-1.1,-1.075]",-1.1,-1.075,0.025,tmp,0,0,0.0013256453090477987,NA,NA
135,"(-1.075,-1.05]",-1.075,-1.05,0.025,tmp,0,0,0.0013687557256021987,NA,NA
136,"(-1.05,-1.025]",-1.05,-1.025,0.025,tmp,0,0,0.0013040901007705986,NA,NA
139,"(-0.975,-0.95]",-0.975,-0.95,0.025,tmp,0,0,0.0013148677049091987,NA,NA
140,"(-0.95,-0.925]",-0.95,-0.925,0.025,tmp,0,0,0.0014765317669881985,NA,NA
142,"(-0.9,-0.875]",-0.9,-0.875,0.025,tmp,0,0,0.0014334213504337986,NA,NA
143,"(-0.875,-0.85]",-0.875,-0.85,0.025,tmp,0,0,0.001142426038691599,NA,NA
144,"(-0.85,-0.825]",-0.85,-0.825,0.025,tmp,0,0,0.0013579781214635986,NA,NA
146,"(-0.8,-0.775]",-0.8,-0.775,0.025,tmp,0,0,0.0013040901007705986,NA,NA
147,"(-0.775,-0.75]",-0.775,-0.75,0.025,tmp,0,0,0.0013256453090477987,NA,NA
148,"(-0.75,-0.725]",-0.75,-0.725,0.025,tmp,0,0,0.0015950854125127984,NA,NA
151,"(-0.675,-0.65]",-0.675,-0.65,0.025,tmp,0,0,0.001939968744947998,NA,NA
152,"(-0.65,-0.625]",-0.65,-0.625,0.025,tmp,0,0,0.002036967182195398,NA,NA
156,"(-0.55,-0.525]",-0.55,-0.525,0.025,tmp,0,0,0.0016597510373443983,NA,NA
382,"(5.1,5.125]",5.1,5.125,0.025,tmp,0,0,0.0013472005173249986,NA,NA
383,"(5.125,5.15]",5.125,5.15,0.025,tmp,0,0,0.0013687557256021987,NA,NA
384,"(5.15,5.175]",5.15,5.175,0.025,tmp,0,0,0.0013472005173249986,NA,NA
385,"(5.175,5.2]",5.175,5.2,0.025,tmp,0,0,0.0012502020800775988,NA,NA
386,"(5.2,5.225]",5.2,5.225,0.025,tmp,0,0,0.0010777604138599989,NA,NA
387,"(5.225,5.25]",5.225,5.25,0.025,tmp,0,0,0.0012717572883547987,NA,NA
388,"(5.25,5.275]",5.25,5.275,0.025,tmp,0,0,0.0012070916635231988,NA,NA
389,"(5.275,5.3]",5.275,5.3,0.025,tmp,0,0,0.001034649997305599,NA,NA
390,"(5.3,5.325]",5.3,5.325,0.025,tmp,0,0,0.0011532036428301988,NA,NA
391,"(5.325,5.35]",5.325,5.35,0.025,tmp,0,0,0.0012286468718003987,NA,NA
392,"(5.35,5.375]",5.35,5.375,0.025,tmp,0,0,9.26873955919599e-4,NA,NA
393,"(5.375,5.4]",5.375,5.4,0.025,tmp,0,0,0.001088538017998599,NA,NA
394,"(5.4,5.425]",5.4,5.425,0.025,tmp,0,0,0.001142426038691599,NA,NA
395,"(5.425,5.45]",5.425,5.45,0.025,tmp,0,0,0.0010777604138599989,NA,NA
396,"(5.45,5.475]",5.45,5.475,0.025,tmp,0,0,0.0012178692676617989,NA,NA
397,"(5.475,5.5]",5.475,5.5,0.025,tmp,0,0,0.001045427601444199,NA,NA
398,"(5.5,5.525]",5.5,5.525,0.025,tmp,0,0,0.0011639812469687988,NA,NA
399,"(5.525,5.55]",5.525,5.55,0.025,tmp,0,0,0.0011100932262757988,NA,NA
400,"(5.55,5.575]",5.55,5.575,0.025,tmp,0,0,9.160963517809991e-4,NA,NA
401,"(5.575,5.6]",5.575,5.6,0.025,tmp,0,0,9.592067683353991e-4,NA,NA
402,"(5.6,5.625]",5.6,5.625,0.025,tmp,0,0,9.91539580751199e-4,NA,NA
403,"(5.625,5.65]",5.625,5.65,0.025,tmp,0,0,8.622083310879992e-4,NA,NA
404,"(5.65,5.675]",5.65,5.675,0.025,tmp,0,0,8.945411435037991e-4,NA,NA
405,"(5.675,5.7]",5.675,5.7,0.025,tmp,0,0,8.622083310879992e-4,NA,NA
406,"(5.7,5.725]",5.7,5.725,0.025,tmp,0,0,8.190979145335992e-4,NA,NA
407,"(5.725,5.75]",5.725,5.75,0.025,tmp,0,0,9.48429164196799e-4,NA,NA
408,"(5.75,5.775]",5.75,5.775,0.025,tmp,0,0,8.190979145335992e-4,NA,NA
409,"(5.775,5.8]",5.775,5.8,0.025,tmp,0,0,9.592067683353991e-4,NA,NA
410,"(5.8,5.825]",5.8,5.825,0.025,tmp,0,0,7.867651021177992e-4,NA,NA
411,"(5.825,5.85]",5.825,5.85,0.025,tmp,0,0,7.005442690089993e-4,NA,NA
412,"(5.85,5.875]",5.85,5.875,0.025,tmp,0,0,9.592067683353991e-4,NA,NA
413,"(5.875,5.9]",5.875,5.9,0.025,tmp,0,0,8.190979145335992e-4,NA,NA
414,"(5.9,5.925]",5.9,5.925,0.025,tmp,0,0,7.544322897019992e-4,NA,NA
415,"(5.925,5.95]",5.925,5.95,0.025,tmp,0,0,0.001013094789028399,NA,NA
416,"(5.95,5.975]",5.95,5.975,0.025,tmp,0,0,9.592067683353991e-4,NA,NA
417,"(5.975,6]",5.975,6,0.025,tmp,0,0,9.053187476423991e-4,NA,NA
418,"(6,6.025]",6,6.025,0.025,tmp,0,0,7.436546855633993e-4,NA,NA
419,"(6.025,6.05]",6.025,6.05,0.025,tmp,0,0,7.544322897019992e-4,NA,NA
420,"(6.05,6.075]",6.05,6.075,0.025,tmp,0,0,9.26873955919599e-4,NA,NA
421,"(6.075,6.1]",6.075,6.1,0.025,tmp,0,0,7.652098938405993e-4,NA,NA
422,"(6.1,6.125]",6.1,6.125,0.025,tmp,0,0,8.298755186721991e-4,NA,NA
423,"(6.125,6.15]",6.125,6.15,0.025,tmp,0,0,6.358786441773993e-4,NA,NA
424,"(6.15,6.175]",6.15,6.175,0.025,tmp,0,0,8.190979145335992e-4,NA,NA
425,"(6.175,6.2]",6.175,6.2,0.025,tmp,0,0,9.80761976612599e-4,NA,NA
426,"(6.2,6.225]",6.2,6.225,0.025,tmp,0,0,6.789890607317993e-4,NA,NA
427,"(6.225,6.25]",6.225,6.25,0.025,tmp,0,0,9.48429164196799e-4,NA,NA
428,"(6.25,6.275]",6.25,6.275,0.025,tmp,0,0,7.759874979791992e-4,NA,NA
429,"(6.275,6.3]",6.275,6.3,0.025,tmp,0,0,7.759874979791992e-4,NA,NA
430,"(6.3,6.325]",6.3,6.325,0.025,tmp,0,0,8.298755186721991e-4,NA,NA
431,"(6.325,6.35]",6.325,6.35,0.025,tmp,0,0,7.759874979791992e-4,NA,NA
432,"(6.35,6.375]",6.35,6.375,0.025,tmp,0,0,5.927682276229994e-4,NA,NA
433,"(6.375,6.4]",6.375,6.4,0.025,tmp,0,0,7.867651021177992e-4,NA,NA
434,"(6.4,6.425]",6.4,6.425,0.025,tmp,0,0,6.897666648703993e-4,NA,NA
435,"(6.425,6.45]",6.425,6.45,0.025,tmp,0,0,6.789890607317993e-4,NA,NA
436,"(6.45,6.475]",6.45,6.475,0.025,tmp,0,0,7.113218731475993e-4,NA,NA
437,"(6.475,6.5]",6.475,6.5,0.025,tmp,0,0,9.48429164196799e-4,NA,NA
438,"(6.5,6.525]",6.5,6.525,0.025,tmp,0,0,7.975427062563992e-4,NA,NA
439,"(6.525,6.55]",6.525,6.55,0.025,tmp,0,0,7.328770814247992e-4,NA,NA
440,"(6.55,6.575]",6.55,6.575,0.025,tmp,0,0,9.376515600581991e-4,NA,NA
441,"(6.575,6.6]",6.575,6.6,0.025,tmp,0,0,9.592067683353991e-4,NA,NA
442,"(6.6,6.625]",6.6,6.625,0.025,tmp,0,0,9.26873955919599e-4,NA,NA
443,"(6.625,6.65]",6.625,6.65,0.025,tmp,0,0,7.436546855633993e-4,NA,NA
444,"(6.65,6.675]",6.65,6.675,0.025,tmp,0,0,8.083203103949992e-4,NA,NA
445,"(6.675,6.7]",6.675,6.7,0.025,tmp,0,0,7.867651021177992e-4,NA,NA
446,"(6.7,6.725]",6.7,6.725,0.025,tmp,0,0,7.975427062563992e-4,NA,NA
447,"(6.725,6.75]",6.725,6.75,0.025,tmp,0,0,7.220994772861993e-4,NA,NA
448,"(6.75,6.775]",6.75,6.775,0.025,tmp,0,0,6.897666648703993e-4,NA,NA
449,"(6.775,6.8]",6.775,6.8,0.025,tmp,0,0,8.083203103949992e-4,NA,NA
450,"(6.8,6.825]",6.8,6.825,0.025,tmp,0,0,7.544322897019992e-4,NA,NA
451,"(6.825,6.85]",6.825,6.85,0.025,tmp,0,0,7.975427062563992e-4,NA,NA
452,"(6.85,6.875]",6.85,6.875,0.025,tmp,0,0,6.358786441773993e-4,NA,NA
453,"(6.875,6.9]",6.875,6.9,0.025,tmp,0,0,4.203265614053996e-4,NA,NA
454,"(6.9,6.925]",6.9,6.925,0.025,tmp,0,0,6.466562483159994e-4,NA,NA
455,"(6.925,6.95]",6.925,6.95,0.025,tmp,0,0,7.005442690089993e-4,NA,NA
456,"(6.95,6.975]",6.95,6.975,0.025,tmp,0,0,5.496578110685995e-4,NA,NA
457,"(6.975,7]",6.975,7,0.025,tmp,0,0,5.712130193457995e-4,NA,NA
458,"(7,7.025]",7,7.025,0.025,tmp,0,0,6.574338524545993e-4,NA,NA
459,"(7.025,7.05]",7.025,7.05,0.025,tmp,0,0,4.634369779597995e-4,NA,NA
460,"(7.05,7.075]",7.05,7.075,0.025,tmp,0,0,6.143234359001994e-4,NA,NA
461,"(7.075,7.1]",7.075,7.1,0.025,tmp,0,0,4.5265937382119953e-4,NA,NA
462,"(7.1,7.125]",7.1,7.125,0.025,tmp,0,0,3.772161448509996e-4,NA,NA
463,"(7.125,7.15]",7.125,7.15,0.025,tmp,0,0,6.358786441773993e-4,NA,NA
464,"(7.15,7.175]",7.15,7.175,0.025,tmp,0,0,3.879937489895996e-4,NA,NA
465,"(7.175,7.2]",7.175,7.2,0.025,tmp,0,0,3.017729158807997e-4,NA,NA
466,"(7.2,7.225]",7.2,7.225,0.025,tmp,0,0,4.957697903755995e-4,NA,NA
467,"(7.225,7.25]",7.225,7.25,0.025,tmp,0,0,4.311041655439996e-4,NA,NA
468,"(7.25,7.275]",7.25,7.275,0.025,tmp,0,0,3.987713531281996e-4,NA,NA
469,"(7.275,7.3]",7.275,7.3,0.025,tmp,0,0,2.694401034649997e-4,NA,NA
470,"(7.3,7.325]",7.3,7.325,0.025,tmp,0,0,2.694401034649997e-4,NA,NA
471,"(7.325,7.35]",7.325,7.35,0.025,tmp,0,0,4.095489572667996e-4,NA,NA
472,"(7.35,7.375]",7.35,7.375,0.025,tmp,0,0,3.125505200193997e-4,NA,NA
473,"(7.375,7.4]",7.375,7.4,0.025,tmp,0,0,3.341057282965997e-4,NA,NA
474,"(7.4,7.425]",7.4,7.425,0.025,tmp,0,0,3.4488333243519963e-4,NA,NA
475,"(7.425,7.45]",7.425,7.45,0.025,tmp,0,0,2.694401034649997e-4,NA,NA
476,"(7.45,7.475]",7.45,7.475,0.025,tmp,0,0,3.987713531281996e-4,NA,NA
477,"(7.475,7.5]",7.475,7.5,0.025,tmp,0,0,4.742145820983995e-4,NA,NA
478,"(7.5,7.525]",7.5,7.525,0.025,tmp,0,0,3.5566093657379963e-4,NA,NA
479,"(7.525,7.55]",7.525,7.55,0.025,tmp,0,0,3.4488333243519963e-4,NA,NA
480,"(7.55,7.575]",7.55,7.575,0.025,tmp,0,0,2.155520827719998e-4,NA,NA
481,"(7.575,7.6]",7.575,7.6,0.025,tmp,0,0,3.772161448509996e-4,NA,NA
482,"(7.6,7.625]",7.6,7.625,0.025,tmp,0,0,2.4788489518779973e-4,NA,NA
483,"(7.625,7.65]",7.625,7.65,0.025,tmp,0,0,3.017729158807997e-4,NA,NA
484,"(7.65,7.675]",7.65,7.675,0.025,tmp,0,0,2.586624993263997e-4,NA,NA
485,"(7.675,7.7]",7.675,7.7,0.025,tmp,0,0,2.586624993263997e-4,NA,NA
486,"(7.7,7.725]",7.7,7.725,0.025,tmp,0,0,2.4788489518779973e-4,NA,NA
487,"(7.725,7.75]",7.725,7.75,0.025,tmp,0,0,3.233281241579997e-4,NA,NA
488,"(7.75,7.775]",7.75,7.775,0.025,tmp,0,0,1.939968744947998e-4,NA,NA
489,"(7.775,7.8]",7.775,7.8,0.025,tmp,0,0,2.909953117421997e-4,NA,NA
490,"(7.8,7.825]",7.8,7.825,0.025,tmp,0,0,2.586624993263997e-4,NA,NA
491,"(7.825,7.85]",7.825,7.85,0.025,tmp,0,0,2.047744786333998e-4,NA,NA
492,"(7.85,7.875]",7.85,7.875,0.025,tmp,0,0,1.832192703561998e-4,NA,NA
493,"(7.875,7.9]",7.875,7.9,0.025,tmp,0,0,2.3710729104919976e-4,NA,NA
494,"(7.9,7.925]",7.9,7.925,0.025,tmp,0,0,2.4788489518779973e-4,NA,NA
495,"(7.925,7.95]",7.925,7.95,0.025,tmp,0,0,2.047744786333998e-4,NA,NA
496,"(7.95,7.975]",7.95,7.975,0.025,tmp,0,0,2.2632968691059977e-4,NA,NA
497,"(7.975,8]",7.975,8,0.025,tmp,0,0,2.3710729104919976e-4,NA,NA
498,"(8,8.025]",8,8.025,0.025,tmp,0,0,1.832192703561998e-4,NA,NA
499,"(8.025,8.05]",8.025,8.05,0.025,tmp,0,0,1.4010885380179986e-4,NA,NA
